,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
9939,2012-10-18 12:00:00,4,0,1,2,24.6,31.06,53,16.9979,93,284,377
3850,2011-09-11 10:00:00,3,0,0,1,28.7,32.575,65,0.0,120,214,334
8341,2012-07-08 22:00:00,3,0,0,3,30.34,34.85,70,6.0032,12,110,122
4124,2011-10-03 21:00:00,4,0,1,2,16.4,20.455,82,0.0,10,128,138
9770,2012-10-11 11:00:00,4,0,1,1,18.86,22.725,36,0.0,76,175,251
4788,2011-11-12 14:00:00,4,0,0,1,20.5,24.24,36,19.9995,191,244,435
2866,2011-07-08 08:00:00,3,0,1,2,29.52,34.85,74,16.9979,36,421,457
1386,2011-04-03 15:00:00,2,0,0,2,18.86,22.725,33,0.0,174,118,292
5942,2012-02-03 19:00:00,1,0,1,1,13.94,17.425,49,7.0015,11,256,267
3067,2011-07-16 17:00:00,3,0,0,1,31.16,34.09,45,15.0013,234,241,475
9871,2012-10-15 16:00:00,4,0,1,1,22.96,26.515,64,19.9995,76,371,447
3629,2011-09-02 03:00:00,3,0,1,2,24.6,28.03,83,11.0014,4,4,8
10304,2012-11-14 18:00:00,4,0,1,1,13.12,15.91,53,11.0014,24,543,567
9755,2012-10-10 20:00:00,4,0,1,1,21.32,25.0,48,32.9975,21,371,392
3028,2011-07-15 02:00:00,3,0,1,1,24.6,28.79,78,11.0014,16,22,38
2969,2011-07-12 15:00:00,3,0,1,1,36.9,42.425,42,23.9994,37,111,148
8647,2012-08-02 16:00:00,3,0,1,1,33.62,37.88,46,12.998,71,335,406
6137,2012-02-11 23:00:00,1,0,0,3,4.92,3.79,50,32.9975,0,20,20
8802,2012-08-09 03:00:00,3,0,1,1,27.88,31.82,83,6.0032,1,5,6
4263,2011-10-09 16:00:00,4,0,0,1,27.06,31.06,50,8.9981,223,247,470
645,2011-02-10 02:00:00,1,0,1,3,5.74,7.575,80,8.9981,0,3,3
10516,2012-12-04 14:00:00,4,0,1,2,23.78,27.275,56,15.0013,39,231,270
2074,2011-05-13 08:00:00,2,0,1,2,20.5,24.24,88,12.998,26,361,387
341,2011-01-15 17:00:00,1,0,0,2,13.12,15.15,36,19.0012,29,54,83
8042,2012-06-15 11:00:00,2,0,1,1,27.06,31.06,50,12.998,106,180,286
1622,2011-04-13 12:00:00,2,0,1,3,17.22,21.21,82,16.9979,12,83,95
7142,2012-04-15 23:00:00,2,0,0,1,27.06,31.06,50,26.0027,25,65,90
5797,2012-01-16 17:00:00,1,1,0,1,10.66,11.365,48,22.0028,19,174,193
7185,2012-04-17 18:00:00,2,0,1,1,26.24,30.305,25,19.0012,105,670,775
8233,2012-07-04 10:00:00,3,1,0,1,32.8,36.365,46,0.0,143,304,447
5475,2012-01-03 06:00:00,1,0,1,1,5.74,6.06,59,19.0012,4,81,85
10081,2012-11-05 10:00:00,4,0,1,1,13.12,15.15,49,19.0012,30,112,142
74,2011-01-04 06:00:00,1,0,1,1,4.92,7.575,74,7.0015,0,36,36
10769,2012-12-15 03:00:00,4,0,0,2,9.84,14.395,81,0.0,5,18,23
8634,2012-08-02 03:00:00,3,0,1,1,27.06,30.305,83,0.0,0,6,6
10057,2012-11-04 10:00:00,4,0,0,1,13.94,16.665,49,12.998,73,287,360
2051,2011-05-12 09:00:00,2,0,1,2,20.5,24.24,77,19.0012,21,191,212
2541,2011-06-13 19:00:00,2,0,1,1,27.06,31.06,39,19.0012,75,348,423
1301,2011-03-19 02:00:00,1,0,0,2,22.96,26.515,43,15.0013,5,20,25
5878,2012-02-01 03:00:00,1,0,1,1,18.04,21.97,44,12.998,0,3,3
7369,2012-05-06 10:00:00,2,0,0,2,22.14,25.76,77,7.0015,112,221,333
1304,2011-03-19 05:00:00,1,0,0,1,21.32,25.0,34,27.9993,0,2,2
8429,2012-07-12 14:00:00,3,0,1,1,31.98,34.09,33,15.0013,42,167,209
10496,2012-12-03 18:00:00,4,0,1,1,20.5,24.24,68,6.0032,26,666,692
2599,2011-06-16 05:00:00,2,0,1,1,24.6,30.305,64,12.998,7,18,25
2573,2011-06-15 03:00:00,2,0,1,1,20.5,24.24,68,16.9979,0,1,1
3186,2011-08-02 16:00:00,3,0,1,1,36.9,38.635,25,19.0012,58,216,274
2768,2011-07-04 06:00:00,3,1,0,1,26.24,28.79,89,11.0014,5,11,16
4831,2011-11-14 09:00:00,4,0,1,2,19.68,23.485,67,22.0028,29,204,233
4223,2011-10-08 00:00:00,4,0,0,1,19.68,23.485,72,0.0,17,72,89
10512,2012-12-04 10:00:00,4,0,1,1,18.86,22.725,82,12.998,26,130,156
2106,2011-05-14 16:00:00,2,0,0,2,22.14,25.76,94,12.998,107,188,295
2679,2011-06-19 13:00:00,2,0,0,2,30.34,33.335,51,0.0,149,214,363
1387,2011-04-03 16:00:00,2,0,0,2,18.86,22.725,31,12.998,147,156,303
9736,2012-10-10 01:00:00,4,0,1,2,18.86,22.725,88,0.0,2,6,8
10522,2012-12-04 20:00:00,4,0,1,2,20.5,24.24,63,15.0013,34,272,306
7084,2012-04-13 13:00:00,2,0,1,1,21.32,25.0,27,19.0012,112,246,358
1279,2011-03-18 03:00:00,1,0,1,1,14.76,17.425,71,12.998,1,4,5
804,2011-02-16 23:00:00,1,0,1,1,15.58,19.695,40,15.0013,2,31,33
1555,2011-04-10 16:00:00,2,0,0,2,21.32,25.0,72,11.0014,135,153,288
10335,2012-11-16 01:00:00,4,0,1,2,12.3,15.91,65,6.0032,5,16,21
4566,2011-11-03 08:00:00,4,0,1,2,13.94,17.425,81,6.0032,8,394,402
10532,2012-12-05 06:00:00,4,0,1,3,19.68,23.485,55,26.0027,5,119,124
4841,2011-11-14 19:00:00,4,0,1,1,24.6,31.06,53,19.9995,28,274,302
3594,2011-08-19 16:00:00,3,0,1,1,32.8,37.12,49,0.0,66,261,327
6036,2012-02-07 18:00:00,1,0,1,1,17.22,21.21,38,12.998,10,508,518
6853,2012-04-03 21:00:00,2,0,1,1,22.14,25.76,45,0.0,33,210,243
8706,2012-08-05 03:00:00,3,0,0,1,29.52,34.85,74,16.9979,9,32,41
4177,2011-10-06 02:00:00,4,0,1,1,18.86,22.725,67,12.998,2,8,10
1308,2011-03-19 09:00:00,1,0,0,1,17.22,21.21,44,31.0009,35,41,76
9107,2012-09-02 20:00:00,3,0,0,2,28.7,33.335,84,11.0014,63,41,104
3452,2011-08-13 18:00:00,3,0,0,1,28.7,33.335,74,15.0013,123,169,292
3695,2011-09-04 21:00:00,3,0,0,1,29.52,34.85,74,16.9979,104,103,207
4242,2011-10-08 19:00:00,4,0,0,1,22.14,25.76,68,8.9981,76,172,248
2198,2011-05-18 12:00:00,2,0,1,1,22.96,26.515,94,19.9995,12,42,54
8967,2012-08-16 00:00:00,3,0,1,1,27.06,31.06,69,0.0,13,63,76
4425,2011-10-16 10:00:00,4,0,0,1,22.14,25.76,45,16.9979,121,226,347
6151,2012-02-12 13:00:00,1,0,0,1,6.56,6.06,40,30.0026,10,128,138
943,2011-03-03 18:00:00,1,0,1,1,9.84,10.605,35,22.0028,6,161,167
822,2011-02-17 17:00:00,1,0,1,2,23.78,27.275,32,19.9995,18,256,274
5005,2011-12-02 15:00:00,4,0,1,1,17.22,21.21,41,6.0032,24,175,199
6613,2012-03-12 20:00:00,1,0,1,2,22.96,26.515,49,15.0013,49,237,286
8357,2012-07-09 14:00:00,3,0,1,2,30.34,34.09,55,16.9979,58,184,242
5619,2012-01-09 06:00:00,1,0,1,2,9.02,11.365,60,8.9981,3,85,88
4547,2011-11-02 13:00:00,4,0,1,1,19.68,23.485,48,11.0014,22,139,161
2538,2011-06-13 16:00:00,2,0,1,1,28.7,31.82,37,27.9993,64,262,326
9504,2012-09-19 09:00:00,3,0,1,1,22.14,25.76,60,16.9979,26,336,362
5207,2011-12-11 01:00:00,4,0,0,1,6.56,7.575,59,15.0013,8,54,62
10365,2012-11-17 07:00:00,4,0,0,1,9.84,11.365,70,12.998,8,70,78
9819,2012-10-13 12:00:00,4,0,0,1,18.04,21.97,35,0.0,202,371,573
3054,2011-07-16 04:00:00,3,0,0,1,24.6,29.545,73,6.0032,9,7,16
3675,2011-09-04 01:00:00,3,0,0,1,27.06,30.305,83,8.9981,37,38,75
7777,2012-06-04 10:00:00,2,0,1,1,26.24,31.06,41,31.0009,67,120,187
7219,2012-04-19 04:00:00,2,0,1,2,17.22,21.21,71,0.0,0,4,4
6723,2012-03-17 10:00:00,1,0,0,2,20.5,24.24,77,6.0032,140,303,443
3300,2011-08-07 10:00:00,3,0,0,1,32.8,40.15,66,8.9981,88,178,266
3310,2011-08-07 20:00:00,3,0,0,1,29.52,35.605,84,8.9981,50,133,183
7222,2012-04-19 07:00:00,2,0,1,2,16.4,20.455,82,8.9981,15,391,406
8520,2012-07-16 09:00:00,3,0,1,1,31.16,35.605,62,11.0014,51,297,348
5955,2012-02-04 08:00:00,1,0,0,1,9.84,14.395,87,0.0,4,86,90
832,2011-02-18 03:00:00,1,0,1,1,18.86,22.725,67,16.9979,2,6,8
3462,2011-08-14 04:00:00,3,0,0,3,26.24,28.03,94,12.998,1,2,3
7644,2012-05-17 21:00:00,2,0,1,1,23.78,27.275,40,7.0015,45,254,299
54,2011-01-03 09:00:00,1,0,1,1,6.56,6.82,43,26.0027,7,81,88
3451,2011-08-13 17:00:00,3,0,0,2,29.52,34.85,74,16.9979,97,172,269
6306,2012-02-19 00:00:00,1,0,0,2,13.94,15.15,39,23.9994,9,65,74
1481,2011-04-07 14:00:00,2,0,1,1,22.96,26.515,43,6.0032,46,111,157
4873,2011-11-16 03:00:00,4,0,1,2,18.86,22.725,94,7.0015,2,3,5
8039,2012-06-15 08:00:00,2,0,1,1,24.6,29.545,69,11.0014,44,609,653
3335,2011-08-08 21:00:00,3,0,1,1,31.16,35.605,58,6.0032,30,156,186
6017,2012-02-06 23:00:00,1,0,1,1,12.3,15.15,65,8.9981,3,43,46
4926,2011-11-18 08:00:00,4,0,1,1,9.02,11.365,44,12.998,6,369,375
9139,2012-09-04 04:00:00,3,0,1,2,27.06,29.545,89,0.0,0,8,8
5798,2012-01-16 18:00:00,1,1,0,1,10.66,11.365,52,22.0028,6,175,181
10702,2012-12-12 08:00:00,4,0,1,2,10.66,12.88,65,11.0014,18,670,688
5083,2011-12-05 21:00:00,4,0,1,2,18.04,21.97,88,6.0032,10,166,176
6646,2012-03-14 05:00:00,1,0,1,1,18.04,21.97,82,8.9981,2,25,27
5490,2012-01-03 21:00:00,1,0,1,1,4.1,5.305,36,15.0013,2,66,68
768,2011-02-15 10:00:00,1,0,1,1,9.84,10.605,27,19.0012,5,47,52
2065,2011-05-12 23:00:00,2,0,1,2,22.14,25.76,77,12.998,16,87,103
10350,2012-11-16 16:00:00,4,0,1,1,17.22,21.21,35,19.0012,33,350,383
7312,2012-05-04 01:00:00,2,0,1,1,24.6,28.79,78,7.0015,15,33,48
8478,2012-07-14 15:00:00,3,0,0,1,32.8,37.88,55,11.0014,243,317,560
10816,2012-12-17 02:00:00,4,0,1,2,15.58,19.695,94,0.0,1,4,5
4524,2011-11-01 14:00:00,4,0,1,1,20.5,24.24,48,16.9979,32,118,150
2717,2011-07-02 03:00:00,3,0,0,1,26.24,31.06,53,0.0,5,21,26
2079,2011-05-13 13:00:00,2,0,1,2,21.32,25.0,88,26.0027,69,157,226
8915,2012-08-13 20:00:00,3,0,1,1,30.34,34.09,62,15.0013,58,374,432
951,2011-03-04 02:00:00,1,0,1,2,7.38,9.09,64,12.998,0,2,2
8059,2012-06-16 04:00:00,2,0,0,1,22.14,25.76,68,8.9981,3,5,8
2482,2011-06-11 08:00:00,2,0,0,1,30.34,34.09,58,12.998,32,111,143
9182,2012-09-05 23:00:00,3,0,1,1,28.7,33.335,84,6.0032,24,126,150
1759,2011-04-19 05:00:00,2,0,1,2,18.86,22.725,72,12.998,1,17,18
4422,2011-10-16 07:00:00,4,0,0,1,16.4,20.455,62,8.9981,9,39,48
6705,2012-03-16 16:00:00,1,0,1,3,19.68,23.485,77,0.0,18,111,129
5182,2011-12-10 00:00:00,4,0,0,2,10.66,13.635,81,7.0015,11,66,77
8534,2012-07-16 23:00:00,3,0,1,1,30.34,35.605,74,6.0032,27,139,166
3701,2011-09-05 03:00:00,3,1,0,2,27.88,31.82,74,19.9995,4,12,16
4243,2011-10-08 20:00:00,4,0,0,1,21.32,25.0,77,7.0015,78,124,202
688,2011-02-12 00:00:00,1,0,0,1,6.56,9.85,69,6.0032,3,27,30
3432,2011-08-12 22:00:00,3,0,1,1,27.88,31.82,51,0.0,74,157,231
4944,2011-11-19 02:00:00,4,0,0,1,9.84,12.12,56,11.0014,12,34,46
966,2011-03-04 17:00:00,1,0,1,2,14.76,16.665,50,16.9979,22,206,228
10333,2012-11-15 23:00:00,4,0,1,2,13.12,15.91,61,11.0014,7,118,125
2713,2011-07-01 23:00:00,3,0,1,1,27.88,31.82,47,6.0032,44,96,140
4757,2011-11-11 07:00:00,4,1,0,1,11.48,13.635,45,16.9979,5,116,121
10398,2012-11-18 16:00:00,4,0,0,2,16.4,20.455,62,22.0028,59,313,372
6321,2012-02-19 15:00:00,1,0,0,2,12.3,14.395,49,12.998,85,168,253
5976,2012-02-05 05:00:00,1,0,0,3,10.66,12.88,81,12.998,0,4,4
3572,2011-08-18 18:00:00,3,0,1,3,31.16,34.85,55,16.9979,48,226,274
5299,2011-12-14 21:00:00,4,0,1,2,13.94,16.665,66,11.0014,9,145,154
1990,2011-05-09 20:00:00,2,0,1,1,22.14,25.76,49,12.998,25,214,239
1205,2011-03-14 23:00:00,1,0,1,1,13.12,17.425,53,0.0,2,17,19
4971,2011-12-01 05:00:00,4,0,1,1,10.66,12.12,56,16.9979,1,23,24
10591,2012-12-07 17:00:00,4,0,1,2,15.58,19.695,66,0.0,29,539,568
6784,2012-03-19 23:00:00,1,0,1,2,22.96,26.515,78,8.9981,9,45,54
3600,2011-08-19 22:00:00,3,0,1,1,24.6,27.275,88,8.9981,25,97,122
6491,2012-03-07 17:00:00,1,0,1,1,22.96,26.515,43,32.9975,58,554,612
8610,2012-08-01 03:00:00,3,0,1,1,26.24,28.79,83,7.0015,0,7,7
10863,2012-12-19 01:00:00,4,0,1,1,12.3,15.91,65,6.0032,1,14,15
8071,2012-06-16 16:00:00,2,0,0,2,29.52,32.575,37,7.0015,238,304,542
8578,2012-07-18 19:00:00,3,0,1,2,31.16,35.605,62,7.0015,78,438,516
7974,2012-06-12 15:00:00,2,0,1,3,27.06,29.545,89,12.998,22,94,116
1625,2011-04-13 15:00:00,2,0,1,2,18.04,21.97,72,19.0012,12,69,81
536,2011-02-05 12:00:00,1,0,0,3,9.02,11.365,100,11.0014,10,42,52
8767,2012-08-07 16:00:00,3,0,1,3,31.16,36.365,66,19.0012,101,344,445
7971,2012-06-12 12:00:00,2,0,1,3,27.06,30.305,83,16.9979,19,76,95
4212,2011-10-07 13:00:00,4,0,1,1,24.6,31.06,46,0.0,95,210,305
6457,2012-03-06 07:00:00,1,0,1,1,6.56,9.09,55,8.9981,5,270,275
3507,2011-08-16 01:00:00,3,0,1,1,26.24,30.305,69,11.0014,4,12,16
8394,2012-07-11 03:00:00,3,0,1,1,26.24,28.79,89,8.9981,0,5,5
9525,2012-10-01 06:00:00,4,0,1,1,18.04,21.97,77,7.0015,8,147,155
7113,2012-04-14 18:00:00,2,0,0,2,25.42,31.06,35,15.0013,197,284,481
2708,2011-07-01 18:00:00,3,0,1,1,32.8,34.09,24,16.9979,98,324,422
5031,2011-12-03 17:00:00,4,0,0,1,14.76,18.94,62,0.0,46,186,232
6515,2012-03-08 17:00:00,1,0,1,1,25.42,31.06,38,43.9989,52,545,597
4662,2011-11-07 08:00:00,4,0,1,2,12.3,15.91,100,6.0032,13,397,410
4021,2011-09-18 14:00:00,3,0,0,2,23.78,27.275,56,8.9981,127,184,311
1854,2011-05-04 04:00:00,2,0,1,3,15.58,19.695,94,22.0028,1,2,3
10267,2012-11-13 05:00:00,4,0,1,2,13.94,15.91,87,19.0012,0,18,18
2872,2011-07-08 14:00:00,3,0,1,2,32.8,39.395,63,23.9994,53,163,216
3030,2011-07-15 04:00:00,3,0,1,1,24.6,29.545,73,11.0014,2,8,10
9398,2012-09-14 23:00:00,3,0,1,1,25.42,29.545,78,6.0032,27,168,195
1645,2011-04-14 11:00:00,2,0,1,1,21.32,25.0,45,11.0014,28,87,115
3417,2011-08-12 07:00:00,3,0,1,1,26.24,31.06,44,11.0014,17,247,264
3476,2011-08-14 18:00:00,3,0,0,1,30.34,34.85,66,11.0014,125,222,347
10405,2012-11-18 23:00:00,4,0,0,1,14.76,17.425,66,15.0013,6,53,59
1792,2011-05-01 14:00:00,2,0,0,2,20.5,24.24,68,7.0015,85,153,238
3797,2011-09-09 05:00:00,3,0,1,2,25.42,27.275,94,8.9981,0,14,14
3368,2011-08-10 06:00:00,3,0,1,1,27.88,31.82,61,0.0,9,110,119
7197,2012-04-18 06:00:00,2,0,1,2,20.5,24.24,39,19.0012,6,128,134
10503,2012-12-04 01:00:00,4,0,1,1,17.22,21.21,82,7.0015,3,22,25
5109,2011-12-06 23:00:00,4,0,1,3,18.86,22.725,100,11.0014,5,48,53
6025,2012-02-07 07:00:00,1,0,1,1,13.12,17.425,45,0.0,6,293,299
8796,2012-08-08 21:00:00,3,0,1,1,30.34,34.85,66,7.0015,70,311,381
10412,2012-11-19 06:00:00,4,0,1,2,14.76,16.665,66,16.9979,3,128,131
126,2011-01-06 12:00:00,1,0,1,1,10.66,14.395,35,0.0,6,78,84
5960,2012-02-04 13:00:00,1,0,0,2,12.3,14.395,70,12.998,58,244,302
3876,2011-09-12 13:00:00,3,0,1,1,29.52,33.335,54,7.0015,43,120,163
4451,2011-10-17 12:00:00,4,0,1,1,22.96,26.515,40,6.0032,39,166,205
7148,2012-04-16 05:00:00,2,1,0,1,22.14,25.76,77,15.0013,4,34,38
3531,2011-08-17 01:00:00,3,0,1,1,26.24,30.305,73,11.0014,2,12,14
827,2011-02-17 22:00:00,1,0,1,1,20.5,24.24,59,19.0012,8,68,76
9832,2012-10-14 01:00:00,4,0,0,1,17.22,21.21,77,19.0012,16,96,112
7791,2012-06-05 00:00:00,2,0,1,1,22.14,25.76,68,27.9993,6,28,34
984,2011-03-05 11:00:00,1,0,0,2,16.4,20.455,76,15.0013,43,116,159
7784,2012-06-04 17:00:00,2,0,1,1,26.24,31.06,38,30.0026,101,733,834
2443,2011-06-09 17:00:00,2,0,1,1,36.9,40.91,37,16.9979,54,355,409
8555,2012-07-17 20:00:00,3,0,1,1,35.26,37.88,34,11.0014,52,375,427
345,2011-01-15 21:00:00,1,0,0,2,13.12,15.15,39,15.0013,6,51,57
814,2011-02-17 09:00:00,1,0,1,1,14.76,17.425,57,12.998,16,163,179
6167,2012-02-13 05:00:00,1,0,1,1,4.1,6.06,58,8.9981,0,17,17
5780,2012-01-16 00:00:00,1,1,0,1,5.74,7.575,46,8.9981,2,23,25
2116,2011-05-15 02:00:00,2,0,0,2,21.32,25.0,100,8.9981,13,37,50
793,2011-02-16 12:00:00,1,0,1,1,15.58,19.695,32,22.0028,14,72,86
6899,2012-04-05 19:00:00,2,0,1,1,19.68,23.485,31,16.9979,64,423,487
2674,2011-06-19 08:00:00,2,0,0,3,27.88,31.82,74,7.0015,25,59,84
94,2011-01-05 02:00:00,1,0,1,1,6.56,9.85,74,6.0032,0,2,2
4225,2011-10-08 02:00:00,4,0,0,1,18.86,22.725,82,0.0,4,41,45
3756,2011-09-07 11:00:00,3,0,1,3,24.6,25.76,94,0.0,1,9,10
2891,2011-07-09 09:00:00,3,0,0,1,30.34,34.09,58,19.0012,77,170,247
2371,2011-06-06 17:00:00,2,0,1,1,31.98,34.09,33,19.0012,63,516,579
10227,2012-11-11 13:00:00,4,0,0,1,22.14,25.76,45,7.0015,262,424,686
3228,2011-08-04 10:00:00,3,0,1,1,29.52,33.335,71,19.9995,24,89,113
7864,2012-06-08 01:00:00,2,0,1,1,22.96,26.515,56,11.0014,4,25,29
6360,2012-03-02 06:00:00,1,0,1,1,12.3,16.665,70,0.0,4,88,92
10022,2012-11-02 23:00:00,4,0,1,1,13.94,15.15,53,19.9995,11,108,119
7327,2012-05-04 16:00:00,2,0,1,1,31.16,34.09,48,11.0014,82,358,440
6029,2012-02-07 11:00:00,1,0,1,1,14.76,17.425,46,12.998,9,120,129
1865,2011-05-04 15:00:00,2,0,1,1,19.68,23.485,51,27.9993,22,107,129
4612,2011-11-05 06:00:00,4,0,0,1,10.66,12.12,60,16.9979,3,20,23
2645,2011-06-18 03:00:00,2,0,0,1,24.6,27.275,88,6.0032,4,16,20
2243,2011-06-01 09:00:00,2,0,1,2,30.34,35.605,74,15.0013,34,173,207
5373,2011-12-17 23:00:00,4,0,0,1,8.2,11.365,75,0.0,6,63,69
2336,2011-06-05 06:00:00,2,0,0,2,25.42,30.305,61,7.0015,10,11,21
950,2011-03-04 01:00:00,1,0,1,2,7.38,9.09,64,12.998,0,4,4
1120,2011-03-11 08:00:00,1,0,1,1,11.48,13.635,70,16.9979,15,244,259
2204,2011-05-18 18:00:00,2,0,1,1,24.6,29.545,73,15.0013,58,431,489
419,2011-01-19 12:00:00,1,0,1,2,12.3,15.91,81,6.0032,5,65,70
922,2011-03-02 21:00:00,1,0,1,1,13.94,14.395,29,31.0009,3,68,71
9447,2012-09-17 00:00:00,3,0,1,1,22.14,25.76,68,11.0014,14,31,45
8670,2012-08-03 15:00:00,3,0,1,1,36.08,40.91,42,16.9979,112,268,380
5408,2011-12-19 10:00:00,4,0,1,1,9.84,11.365,67,12.998,12,96,108
5789,2012-01-16 09:00:00,1,1,0,1,4.1,6.06,58,11.0014,7,89,96
5743,2012-01-14 11:00:00,1,0,0,1,8.2,9.85,40,12.998,28,150,178
7668,2012-05-18 21:00:00,2,0,1,1,24.6,31.06,40,0.0,49,209,258
5567,2012-01-07 02:00:00,1,0,0,1,14.76,18.18,50,7.0015,2,36,38
8136,2012-06-19 09:00:00,2,0,1,1,26.24,30.305,73,6.0032,40,288,328
1202,2011-03-14 20:00:00,1,0,1,1,13.94,15.91,46,15.0013,23,106,129
5766,2012-01-15 10:00:00,1,0,0,1,5.74,6.06,54,19.0012,11,115,126
8390,2012-07-10 23:00:00,3,0,1,2,26.24,28.79,89,7.0015,29,74,103
1970,2011-05-09 00:00:00,2,0,1,1,18.86,22.725,82,6.0032,31,22,53
4018,2011-09-18 11:00:00,3,0,0,1,21.32,25.0,68,15.0013,116,201,317
3687,2011-09-04 13:00:00,3,0,0,2,31.98,37.12,62,19.0012,245,174,419
1997,2011-05-10 03:00:00,2,0,1,1,18.04,21.97,54,12.998,1,3,4
4033,2011-09-19 02:00:00,3,0,1,2,21.32,25.0,72,8.9981,6,7,13
1248,2011-03-16 20:00:00,1,0,1,2,17.22,21.21,54,19.9995,10,111,121
2192,2011-05-18 06:00:00,2,0,1,1,21.32,25.0,100,8.9981,2,99,101
2712,2011-07-01 22:00:00,3,0,1,1,28.7,31.82,42,0.0,49,173,222
9185,2012-09-06 02:00:00,3,0,1,1,29.52,34.85,79,0.0,1,7,8
2190,2011-05-18 04:00:00,2,0,1,3,21.32,25.0,94,19.9995,1,2,3
4670,2011-11-07 16:00:00,4,0,1,1,21.32,25.0,45,0.0,40,255,295
5142,2011-12-08 08:00:00,4,0,1,1,9.02,10.605,55,19.0012,11,418,429
5985,2012-02-05 14:00:00,1,0,0,1,12.3,15.15,61,11.0014,40,203,243
6566,2012-03-10 20:00:00,1,0,0,1,13.12,16.665,33,8.9981,20,101,121
7805,2012-06-05 14:00:00,2,0,1,2,23.78,27.275,46,11.0014,82,194,276
6944,2012-04-07 16:00:00,2,0,0,1,22.14,25.76,19,26.0027,354,261,615
9511,2012-09-19 16:00:00,3,0,1,1,25.42,31.06,35,0.0,69,397,466
2136,2011-05-15 22:00:00,2,0,0,1,22.96,26.515,83,0.0,29,88,117
1065,2011-03-08 22:00:00,1,0,1,1,12.3,14.395,49,15.0013,11,44,55
600,2011-02-08 04:00:00,1,0,1,1,10.66,12.88,93,11.0014,0,3,3
4227,2011-10-08 04:00:00,4,0,0,1,17.22,21.21,94,8.9981,3,7,10
7578,2012-05-15 03:00:00,2,0,1,3,23.78,27.275,83,8.9981,1,5,6
77,2011-01-04 09:00:00,1,0,1,1,6.56,7.575,64,15.0013,2,98,100
7547,2012-05-13 20:00:00,2,0,0,2,27.06,31.06,50,19.0012,67,163,230
2898,2011-07-09 16:00:00,3,0,0,1,33.62,36.365,38,0.0,171,245,416
4820,2011-11-13 22:00:00,4,0,0,1,19.68,23.485,41,26.0027,25,64,89
9507,2012-09-19 12:00:00,3,0,1,1,24.6,31.06,43,16.9979,53,260,313
10134,2012-11-07 15:00:00,4,0,1,2,13.12,15.15,53,19.9995,20,178,198
6414,2012-03-04 12:00:00,1,0,0,1,13.94,15.15,42,23.9994,71,256,327
9445,2012-09-16 22:00:00,3,0,0,1,22.96,26.515,68,6.0032,18,109,127
9065,2012-09-01 02:00:00,3,0,0,1,28.7,32.575,70,11.0014,8,61,69
8008,2012-06-14 01:00:00,2,0,1,1,24.6,31.06,56,15.0013,4,17,21
5468,2012-01-02 23:00:00,1,1,0,1,9.02,10.605,44,16.9979,2,32,34
5952,2012-02-04 05:00:00,1,0,0,1,9.84,12.88,81,6.0032,1,3,4
3391,2011-08-11 05:00:00,3,0,1,1,26.24,31.06,61,12.998,2,23,25
5415,2011-12-19 17:00:00,4,0,1,1,15.58,19.695,46,12.998,16,362,378
2560,2011-06-14 14:00:00,2,0,1,2,26.24,31.06,47,12.998,41,118,159
10766,2012-12-15 00:00:00,4,0,0,1,12.3,16.665,70,0.0,4,90,94
8163,2012-07-01 12:00:00,3,0,0,1,36.9,40.91,37,15.0013,114,319,433
2635,2011-06-17 17:00:00,2,0,1,3,31.16,34.09,40,12.998,85,467,552
5256,2011-12-13 02:00:00,4,0,1,1,8.2,12.88,80,0.0,1,1,2
3530,2011-08-17 00:00:00,3,0,1,1,27.06,31.06,69,6.0032,8,16,24
8568,2012-07-18 09:00:00,3,0,1,1,33.62,39.395,56,0.0,44,253,297
1908,2011-05-06 10:00:00,2,0,1,2,22.14,25.76,49,22.0028,30,97,127
235,2011-01-11 02:00:00,1,0,1,2,6.56,7.575,55,12.998,0,3,3
1604,2011-04-12 18:00:00,2,0,1,3,18.04,21.97,77,15.0013,21,203,224
7985,2012-06-13 02:00:00,2,0,1,1,25.42,28.79,83,8.9981,0,4,4
9311,2012-09-11 08:00:00,3,0,1,1,22.14,25.76,68,6.0032,48,702,750
3490,2011-08-15 08:00:00,3,0,1,1,26.24,29.545,78,22.0028,29,326,355
1994,2011-05-10 00:00:00,2,0,1,1,19.68,23.485,63,0.0,6,12,18
2824,2011-07-06 14:00:00,3,0,1,1,31.16,36.365,66,19.0012,50,113,163
10115,2012-11-06 20:00:00,4,0,1,1,12.3,14.395,61,15.0013,10,218,228
1342,2011-04-01 19:00:00,2,0,1,1,13.94,15.15,49,22.0028,16,120,136
8513,2012-07-16 02:00:00,3,0,1,1,28.7,33.335,74,7.0015,4,11,15
1619,2011-04-13 09:00:00,2,0,1,2,15.58,19.695,94,15.0013,2,63,65
5287,2011-12-14 09:00:00,4,0,1,2,12.3,16.665,61,0.0,9,230,239
2060,2011-05-12 18:00:00,2,0,1,1,25.42,30.305,69,15.0013,64,463,527
10835,2012-12-17 21:00:00,4,0,1,2,17.22,21.21,94,8.9981,6,114,120
2219,2011-05-19 09:00:00,2,0,1,2,22.14,25.76,88,6.0032,40,176,216
9866,2012-10-15 11:00:00,4,0,1,2,24.6,29.545,73,26.0027,88,175,263
6039,2012-02-07 21:00:00,1,0,1,1,13.94,17.425,61,7.0015,20,170,190
